pool_address,network,dex,group,discovered_at_utc,pool_created_at,reason,sampling_probability,tracking_until_utc
GTHKH8s82ZR8GTSFZ1dUu6wfdxhy59wpMShxzG5zjiPm,solana,Orca,trending,2026-09-21T06:12:05.611575+00:00,2025-10-24T00:47:07Z,trending_rank_19,1.0,2026-09-23T06:12:05.611575+00:00
4w2cysotX6czaUGmmWg13hDpY4QEMG2CzeKYEQyK9Ama,solana,PumpSwap,trending,2026-09-21T06:12:05.611575+00:00,2025-04-20T18:30:26Z,trending_rank_20,1.0,2026-09-23T06:12:05.611575+00:00
DZUF7qh38pfQ9qb4gfKh4qW7dn2C9s1asdiDxYXQpP7T,solana,Pump.fun,random_new,2026-09-21T06:12:05.611575+00:00,2026-09-21T06:10:52Z,new_pools_sampled_p=0.25,0.25,2026-09-23T06:12:05.611575+00:00
CFTVxuqCt5Pt6mtsWhwpK7VkmEkRU9FSa5dVzKJZwcEP,solana,PumpSwap,random_new,2026-09-21T06:12:05.611575+00:00,2026-09-21T06:10:37Z,new_pools_sampled_p=0.25,0.25,2026-09-23T06:12:05.611575+00:00
CYmqRFN9RbmECCTkoRvAWtRW6mDz2hdyxo9CjCToGrWN,solana,Pump.fun,random_new,2026-09-21T06:12:05.611575+00:00,2026-09-21T06:10:28Z,new_pools_sampled_p=0.25,0.25,2026-09-23T06:12:05.611575+00:00
54Vp27uLaw4wNLo5n7r4fcC6zLamoQc28xBARjss4EUJ,solana,Meteora,trending,2026-09-21T12:49:30.912005+00:00,2026-07-10T04:29:57Z,trending_rank_8,1.0,2026-09-23T12:49:30.912005+00:00
A8F3bDC17pfoGqUZanM1wh68jnKCDRGWECRVPkiMhjGc,solana,PumpSwap,trending,2026-09-21T12:49:30.912005+00:00,2026-09-01T15:30:45Z,trending_rank_12,1.0,2026-09-23T12:49:30.912005+00:00
7kXuEjAZ8xcH5G2XmKaUcMeraxvVVZndf7qryDiSW7o5,solana,PumpSwap,trending,2026-09-21T12:49:30.912005+00:00,2026-09-20T16:06:10Z,trending_rank_13,1.0,2026-09-23T12:49:30.912005+00:00
2uF4Xh61rDwxnG9woyxsVQP7zuA6kLFpb3NvnRQeoiSd,solana,PumpSwap,trending,2026-09-21T12:49:30.912005+00:00,2025-07-14T16:55:54Z,trending_rank_17,1.0,2026-09-23T12:49:30.912005+00:00
FnzKY6x7entQ1eR3D225dQyT7ybfka4PskBMQhb8L3CC,solana,PumpSwap,trending,2026-09-21T12:49:30.912005+00:00,2026-06-16T21:05:48Z,trending_rank_18,1.0,2026-09-23T12:49:30.912005+00:00
4eqkszEHPm3LUiebdPuZcuPYmJs7ZffS7JpY9pYZw9Tt,solana,Pump.fun,random_new,2026-09-21T12:49:30.912005+00:00,2026-09-21T12:46:03Z,new_pools_sampled_p=0.25,0.25,2026-09-23T12:49:30.912005+00:00
5PrruTiPk5C86dSCP8BLDdtUZZsu6dqyJH4scReotnbv,solana,Meteora DAMM V2,random_new,2026-09-21T12:49:30.912005+00:00,2026-09-21T12:45:54Z,new_pools_sampled_p=0.25,0.25,2026-09-23T12:49:30.912005+00:00
9buyZva6vdNL5PSxkx25KHM5SrT5XipCC5fTNoyfSooz,solana,Pump.fun,random_new,2026-09-21T12:49:30.912005+00:00,2026-09-21T12:45:27Z,new_pools_sampled_p=0.25,0.25,2026-09-23T12:49:30.912005+00:00
5xe56Apf9u5wF8ESA5aB97F6sEHxRNhy6c98LnSLpNfW,solana,Raydium Launchlab,random_new,2026-09-21T12:49:30.912005+00:00,2026-09-21T12:45:27Z,new_pools_sampled_p=0.25,0.25,2026-09-23T12:49:30.912005+00:00
FdYPSUq2Zrw9vJXkA8uZFVNhNcCvUUuAcSWWVk6MZZhU,solana,PumpSwap,trending,2026-09-21T18:20:25.643186+00:00,2026-09-21T12:36:53Z,trending_rank_14,1.0,2026-09-23T18:20:25.643186+00:00
987VwvJZ5FRjWCY9ZwC2tRUGL8FbMT1aF4pUrT7XjPjD,solana,Raydium (CLMM),trending,2026-09-21T18:20:25.643186+00:00,2026-08-13T12:29:41Z,trending_rank_15,1.0,2026-09-23T18:20:25.643186+00:00
8k4GbJEM3nGHBq7pimMBRVHeKiVyTRFhhqMgAGDdALqU,solana,Pump.fun,random_new,2026-09-21T18:20:25.643186+00:00,2026-09-21T18:11:49Z,new_pools_sampled_p=0.25,0.25,2026-09-23T18:20:25.643186+00:00
3PB6PUJoz7PUMsBRE4U75kK4qyYRBb7Jf9TZraYQkeYV,solana,Pump.fun,random_new,2026-09-21T18:20:25.643186+00:00,2026-09-21T18:11:13Z,new_pools_sampled_p=0.25,0.25,2026-09-23T18:20:25.643186+00:00
93ktdU2yHkvpfrevYaaJVP1mNPpDZkcGjL7E6JYgHiCe,solana,Pump.fun,random_new,2026-09-21T18:20:25.643186+00:00,2026-09-21T18:11:11Z,new_pools_sampled_p=0.25,0.25,2026-09-23T18:20:25.643186+00:00
9qhfjT9mkQXvKaewYnBPbrjqdWfaHChahHUTAQzHCVhW,solana,Pump.fun,random_new,2026-09-21T18:20:25.643186+00:00,2026-09-21T18:11:06Z,new_pools_sampled_p=0.25,0.25,2026-09-23T18:20:25.643186+00:00
