pool_address,network,dex,group,discovered_at_utc,pool_created_at,reason,sampling_probability,tracking_until_utc
39e3inYn9tDu4GAeBJ4L1MZrRW8hMhu2yqJ59vhPeCai,solana,PumpSwap,trending,2026-09-25T12:07:06.039238+00:00,2026-08-18T03:38:14Z,trending_rank_2,1.0,2026-09-27T12:07:06.039238+00:00
99C6TUp7WgTvnwQVVhAbD8HbxPdo5LJCXr7VFCvTmJf1,solana,PumpSwap,trending,2026-09-25T12:07:06.039238+00:00,2026-09-25T00:58:47Z,trending_rank_13,1.0,2026-09-27T12:07:06.039238+00:00
5GHJdhuDttJyZU6D666QDjfa1Q3GXFec3VN1z65fgnGo,solana,PumpSwap,trending,2026-09-25T12:07:06.039238+00:00,2026-09-25T04:50:48Z,trending_rank_18,1.0,2026-09-27T12:07:06.039238+00:00
HnFhnuZP8WT3U2MFG5gWS8Hbkvd45rKcwoHn1i9BjYtk,solana,PumpSwap,trending,2026-09-25T12:07:06.039238+00:00,2026-09-25T00:04:11Z,trending_rank_19,1.0,2026-09-27T12:07:06.039238+00:00
HJHA6AFiUQVR4nUScs7ZAR775427PJtVFqj3kmLgP9WL,solana,PumpSwap,trending,2026-09-25T12:07:06.039238+00:00,2026-09-22T15:41:30Z,trending_rank_20,1.0,2026-09-27T12:07:06.039238+00:00
P49aoDCvLpBmVvMHtuNGRdTMbMPBrDyyHeeHdcsuyZp,solana,FluxBeam,random_new,2026-09-25T12:07:06.039238+00:00,2026-09-25T11:24:51Z,new_pools_sampled_p=0.25,0.25,2026-09-27T12:07:06.039238+00:00
9dpt3dmjg1eggKHGEb45PNXNSz9RUX1jfM3svQbvqRFr,solana,Pump.fun,random_new,2026-09-25T12:07:06.039238+00:00,2026-09-25T11:23:52Z,new_pools_sampled_p=0.25,0.25,2026-09-27T12:07:06.039238+00:00
7sY6BrhDBkJdcYFrDd1M49hinSXrqk2bzS3rT6Juanch,solana,Raydium,trending,2026-09-25T17:06:08.239527+00:00,2026-09-21T15:53:21Z,trending_rank_4,1.0,2026-09-27T17:06:08.239527+00:00
Ftjga524YrS7RPzGCcezMuQnFDYa8PcvWDY5mFmZk5dy,solana,PumpSwap,trending,2026-09-25T17:06:08.239527+00:00,2026-09-25T08:47:14Z,trending_rank_12,1.0,2026-09-27T17:06:08.239527+00:00
GCQW4cgDHGV3cgEzxesC9MazExYC8P2NBQU27BmH1XE,solana,PumpSwap,trending,2026-09-25T17:06:08.239527+00:00,2026-09-25T05:16:30Z,trending_rank_19,1.0,2026-09-27T17:06:08.239527+00:00
87mffNX4rzZTF688ZuJKD68pDKqNYry3rtiXsPiJ7KV6,solana,Raydium,random_new,2026-09-25T17:06:08.239527+00:00,2026-09-25T17:02:06Z,new_pools_sampled_p=0.25,0.25,2026-09-27T17:06:08.239527+00:00
LcqA48bdyW8EJYJ2DqqX7iRMAKYLAfZyuKaZdevWBXr,solana,Pump.fun,random_new,2026-09-25T17:06:08.239527+00:00,2026-09-25T17:01:55Z,new_pools_sampled_p=0.25,0.25,2026-09-27T17:06:08.239527+00:00
2cYvH2Kcyr5ebNQxxh7BiNePnpYPjzv1Ke3bWGnXZN4F,solana,Pump.fun,random_new,2026-09-25T17:06:08.239527+00:00,2026-09-25T17:01:45Z,new_pools_sampled_p=0.25,0.25,2026-09-27T17:06:08.239527+00:00
5Zm9nCiDiQFN2K6yXW3zghfo5fkRZwgbFosZTdHTcx2E,solana,Meteora DAMM V2,random_new,2026-09-25T17:06:08.239527+00:00,2026-09-25T17:01:34Z,new_pools_sampled_p=0.25,0.25,2026-09-27T17:06:08.239527+00:00
