pool_address,network,dex,group,discovered_at_utc,pool_created_at,reason,sampling_probability,tracking_until_utc
4H2K8HcVprzZF8JSCXgs16KLtKgLau7o9dTjRawkRR9F,solana,Pump.fun,random_new,2026-09-22T10:13:21.110153+00:00,2026-09-22T10:12:34Z,new_pools_sampled_p=0.25,0.25,2026-09-24T10:13:21.110153+00:00
8XhfGmBGdXkU8jM1DEcu5zaaURuWDWcVSiJ1oUBSLTaf,solana,Pump.fun,random_new,2026-09-22T10:13:21.110153+00:00,2026-09-22T10:12:31Z,new_pools_sampled_p=0.25,0.25,2026-09-24T10:13:21.110153+00:00
9e8TRAHp5LKdnUMNVifhtm2wUt2h2w3xonbERcSVnz9W,solana,Meteora DBC,random_new,2026-09-22T10:13:21.110153+00:00,2026-09-22T10:12:23Z,new_pools_sampled_p=0.25,0.25,2026-09-24T10:13:21.110153+00:00
AUhwiutCS4oymCfppiKznpS2pLEcCRQkJcqyo2Qy1Gda,solana,Meteora DAMM V2,random_new,2026-09-22T10:13:21.110153+00:00,2026-09-22T10:12:15Z,new_pools_sampled_p=0.25,0.25,2026-09-24T10:13:21.110153+00:00
4kJEwCpiGtvFRxm1RKYExsFCm1CsB8RwnUQv3LCQs5YG,solana,PumpSwap,trending,2026-09-22T14:56:35.036639+00:00,2026-09-22T10:22:55Z,trending_rank_14,1.0,2026-09-24T14:56:35.036639+00:00
5zpyutJu9ee6jFymDGoK7F6S5Kczqtc9FomP3ueKuyA9,solana,Orca,trending,2026-09-22T14:56:35.036639+00:00,2023-07-05T14:41:09Z,trending_rank_20,1.0,2026-09-24T14:56:35.036639+00:00
42Dk3F5jkL4Wbma8rEoJVqhETRJjLjaLupA2eJ7w2Y9t,solana,Raydium Launchlab,random_new,2026-09-22T14:56:35.036639+00:00,2026-09-22T14:48:18Z,new_pools_sampled_p=0.25,0.25,2026-09-24T14:56:35.036639+00:00
C7LBgGg2vXtwtJZ59wQyHQNsz9h4SzM3i2yzbZitDKFm,solana,Pump.fun,random_new,2026-09-22T14:56:35.036639+00:00,2026-09-22T14:47:17Z,new_pools_sampled_p=0.25,0.25,2026-09-24T14:56:35.036639+00:00
CSFheo3DiMwHRJGBrMm8PgUUcMK86CZadtYZT8tYMDrg,solana,Pump.fun,random_new,2026-09-22T14:56:35.036639+00:00,2026-09-22T14:47:12Z,new_pools_sampled_p=0.25,0.25,2026-09-24T14:56:35.036639+00:00
9HyJdBi7v5fRW1pNQKWB3av3KCXN3ivzYPK2cRX6ZZ2J,solana,Pump.fun,random_new,2026-09-22T14:56:35.036639+00:00,2026-09-22T14:47:10Z,new_pools_sampled_p=0.25,0.25,2026-09-24T14:56:35.036639+00:00
9u4NzYtZKS1kxLjAp4XHDd4G5KzJfcq6C3WWEAn7z7FW,solana,Raydium Launchlab,random_new,2026-09-22T14:56:35.036639+00:00,2026-09-22T14:47:08Z,new_pools_sampled_p=0.25,0.25,2026-09-24T14:56:35.036639+00:00
