run_id,started_at_utc,finished_at_utc,network,calls_made,calls_budget,errors_count,errors_json,pools_discovered_trending,pools_discovered_random,pools_snapshotted,pools_backfilled,pools_status_events,exit_reason
cce11fc3-a3c0-4d2f-87cc-c712b28b4cd5,2026-09-22T00:44:54.989589+00:00,2026-09-22T00:46:35.169430+00:00,solana,14,60,5,"[""ohlcv: HTTP 429 tentative 1"", ""ohlcv: HTTP 429 tentative 2"", ""ohlcv: HTTP 429 tentative 3"", ""ohlcv: HTTP 429 tentative 1"", ""ohlcv: HTTP 429 tentative 1""]",0,4,71,4,0,completed
b91a70aa-84b3-4283-8428-abda63632672,2026-09-22T05:27:07.297743+00:00,2026-09-22T05:29:07.615850+00:00,solana,17,60,5,"[""ohlcv: HTTP 429 tentative 1"", ""ohlcv: HTTP 429 tentative 2"", ""ohlcv: HTTP 429 tentative 1"", ""ohlcv: HTTP 429 tentative 1"", ""ohlcv: HTTP 429 tentative 1""]",1,6,78,7,0,completed
