request_timestamp_utc,pool_address,network,dex,base_token_address,base_token_symbol,quote_token_address,quote_token_symbol,pool_created_at,price_usd,fdv_usd,market_cap_usd,reserve_usd,volume_usd_m5,volume_usd_h1,volume_usd_h24,buys_m5,sells_m5,buyers_m5,sellers_m5,buys_h1,sells_h1,buyers_h1,sellers_h1,buys_h24,sells_h24,buyers_h24,sellers_h24,source,ohlcv_timeframe,ohlcv_open,ohlcv_high,ohlcv_low,ohlcv_close,ohlcv_volume,raw_cache_path
2026-09-26T01:46:22.972447+00:00,9PYormkWiWYAALGWkNNBjSEqKk79HPoRaLgQhMfY4fuv,solana,PumpSwap,HSUMi4rMgjrx7zRUabw3ogGu1pa5hmF2eVcXj9Apump,goon,HiMSSzzwkZkrXJ4PGVJRdtfLaANeAztjjcgk5Dxe7Lwx,HIMS,2026-09-23T22:34:24Z,0.0009980210714915154,975234.025523276,975234.113364104,116931.498,7.8913075215,43736.5919998515,1268413.80140835,0,1,0,1,101,201,63,153,5358,4412,1889,2211,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,ENiVH49XwRM3Cu9n4Tp6CGynCFXf3Mz6CE3GRmVk1LH4,solana,PumpSwap,2PENPmfgJfq6CG3k4byj4oWwHf8SerqakmYHMkUupump,familiars,So11111111111111111111111111111111111111112,SOL,2026-09-23T23:22:54Z,0.0004170266708385412,399187.23844681,399187.241832066,72762.3462,1118.8628855343,63931.6390207414,1445829.11422674,6,21,4,16,333,282,204,175,7477,8279,3231,3669,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,72tZoSAHAutvD7dP2fNC56aASLxbPXro9jBPohZ8aAvY,solana,PumpSwap,2jcvq8QcJ8TzEYJKYMCjR61kXVSzib4mEkz89tQxpump,GIGACAT,So11111111111111111111111111111111111111112,SOL,2026-09-23T08:32:21Z,2.2837786857090232e-05,22157.8483385626,22157.8483385626,13897.3628,0.818749422,299.3314402723,85665.5335756519,0,1,0,1,10,9,8,9,1186,1027,453,608,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,EFJbuTaAjRHW5pXTnhEMwDYATKAphWdTCwutEYtSKZz7,solana,PumpSwap,VE3wnqYJuMCipXQZ3drSx9ewsP7F3C85te1PatfuK2m,Charm,So11111111111111111111111111111111111111112,SOL,2026-09-24T06:14:04Z,0.04805902976427668,48059029.76,,49214.8813,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,5SHG5FRKiMHy91jRAsKWCA9omPKfrJ3XeWZ1YcND8MSi,solana,Pump.fun,C2oGedZFVU5LktAsmzCsiKZLVG9pzh7WMBx6AQiepump,BABYARCHI,So11111111111111111111111111111111111111112,SOL,2026-09-24T06:13:57Z,3.2548719058145577e-06,3254.871906,,2719.9927,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,GcRCV4vcTRXJBYhftFQKXU2YRoBzyKpqV8ixvB59giT4,solana,Meteora DBC,VE3wnqYJuMCipXQZ3drSx9ewsP7F3C85te1PatfuK2m,Charm,So11111111111111111111111111111111111111112,SOL,2026-09-24T06:13:54Z,5.181354422532327e-11,0.05181354423,,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,NvcJxLom5u4vqxAcScU8G7ewbXuC8EDZrpnMonZYRXr,solana,PumpSwap,64RaNxuCEM8STGZCkkpuwfVSEgenzixfUkq7eVh7777,SPCXx,So11111111111111111111111111111111111111112,SOL,2026-09-24T06:13:19Z,6.215267765838451e-05,62152.67766,,6.064995642e-07,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,5SgLkVZSUE4ByHcG8Tt23wH9kXwFTfguUL7hrt37sanQ,solana,Meteora DAMM V2,64RaNxuCEM8STGZCkkpuwfVSEgenzixfUkq7eVh7777,SPCXx,So11111111111111111111111111111111111111112,SOL,2026-09-24T06:13:16Z,2.7251347165420364e-05,27251.34717,,0.000225751857732422,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,3odkxoFB7KvujaRFoLbCQbbZv93R9njJr9KQTH5cKDKT,solana,PumpSwap,82ezhRLKdKwkSC9jkM3js1yf93VbmvLXNMPkBmompump,SI,So11111111111111111111111111111111111111112,SOL,2026-09-24T04:07:42Z,0.00016904337398635243,165030.745059454,165030.745059454,41897.3253,1260.1943276168,5971.337846929,569584.814673992,24,5,24,5,82,71,60,54,6649,8102,2797,3070,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
2026-09-26T01:46:22.972447+00:00,Hhe2TY1dGPr7SdMJC2hTACq7dTxfr5f6BF3n2nWwkoce,solana,PumpSwap,BDKC1AV3saXrN8jKnWB2TTQmDD6z8CFdY55ku7eAfunk,FUNKOS,So11111111111111111111111111111111111111112,SOL,2026-09-24T04:52:35Z,1.1839583956888146e-05,11756.4842154461,,9314.9159,0.0,326.9294122889,91458.5871223516,0,0,0,0,10,16,7,14,1126,1354,528,755,snapshot,,,,,,,/home/runner/work/Solana-Memecoin-Analysis/Solana-Memecoin-Analysis/data/cache/2026-09-26/014631343042_multi_pools_e324bdde1531.json
